"TAX_INCLUSIVE_YN","RESORT","FREQUENT_FLYER_YN","TRX_CODE","TC_GROUP","TC_SUBGROUP","TCL_CODE_DFLT_CL1","TCL_CODE_DFLT_CL2","CLASS_1_MANDATORY_YN","CLASS_2_MANDATORY_YN","DESCRIPTION","TC_TRANSACTION_TYPE","IS_MANUAL_POST_ALLOWED","RESULT_INCLUDED_IN_SUM_ARRAY","CC_TYPE","COMMISSION","CC_CODE","IND_BILLING","IND_AR","CURRENCY","IND_REVENUE_GP","ADJ_TRX_CODE","ARRANGE_CODE","EXPENSE_FOLIO","GROUP_FOLIO","REV_BUCKET_ID","REV_GP_ID","IND_CASH","IND_DEPOSIT_YN","DEFERRED_YN","AR_NAME_ID","TRX_CODE_TYPE","INSERT_USER","INSERT_DATE","UPDATE_USER","UPDATE_DATE","TC_RESORT","TC_BOF_REF_CODE","TC_BOF_INTERFACE","TC_RESORT2","TC_BOF_REF_CODE2","TC_BOF_INTERFACE2","CRS_TAX_DESC","TAX_CODE_NO","TRX_ACTION_ID","EXPORT_BUCKET","INH_SALES_YN","INH_PAY_YN","INH_DEPOSIT_YN","FISCAL_TRX_CODE_TYPE","COMP_YN","DEFAULT_PRICE","INACTIVE_DATE","PAYMENT_TAX_INVOICE_YN","INTERNAL_YN","FISCAL_PAYMENT_YN","COMP_NIGHTS_YN","ROTATION_REV_YN","OWNER_REV_YN","CHECK_NO_MANDATORY_YN","DED_OWNER_REV_YN","NON_TAXABLE_YN","COMP_PAYMENT_YN","MIN_AMT","MAX_AMT","TRX_SERVICE_TYPE","DAILY_PLAN_FOLIO","TRX_CODE_DISPLAY","INCLUDE_IN_DEPOSIT_RULE_YN","INCLUDE_IN_8300_YN","MANUAL_POST_COVERS_YN","ROUND_FACTOR_YN","DEPOSIT_POSTING_ONLY_YN","TRX_TAX_TYPE_CODE","DEPOSIT_TYPE","GP_POINTS_REDEMPTION_YN","EXTERNAL_PAYMENT_CODE","E_INVOICE_YN","CORP_PROP_FLAG","CORPORATE_DESCRIPTION","PRINT_RECEIPT_YN","SERVICE_RECOVERY_TRX_CODE","ACCOUNTING_CODE","QUANTITY_CODE","UPC_CODE"
"Y","VILU","N","21166","F&B","TARV","","","","","The Aqua Misc Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45499,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21167","F&B","TARV","","","","","EAI Breakfast Beverage Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70205,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21168","F&B","TARV","","","","","EAI Fresh Juices Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70242,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21169","F&B","TARV","","","","","EAI Champagne Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70245,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21170","SVC","TASC","","","","","The Aqua SVC Breakfast","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",1,34221,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21175","SVC","TASC","","","","","The Aqua SVC Breakfast Rebate","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",1,34222,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21176","F&B","TARV","","","","","The Aqua Premium Food Breakfast Rebate","C    ","Y","111","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,11-JUL-22,2,11-JAN-23,"","","","","","","",,132278,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21177","F&B","TARV","","","","","The Aqua Premium Food Lunch Rebate","C    ","Y","111","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,11-JUL-22,2,11-JUL-22,"","","","","","","",,120234,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21178","F&B","TARV","","","","","The Aqua Premium Food Dinner Rebate","C    ","Y","111","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,11-JUL-22,2,11-JUL-22,"","","","","","","",,120238,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"N","VILU","N","21180","TAX","TATX","","","","","The Aqua GST Breakfast","C    ","Y","111","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,2,29-NOV-22,"","","","","","","",2,126459,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"N","VILU","N","21185","TAX","TATX","","","","","The Aqua GST Breakfast Rebate","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",2,34238,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21190","TIP","TATP","","","","","The Aqua Tips Breakfast","C    ","Y","","",0,"","N","N","","N","21195","11502",,,,,"N","N","N",,"X",2,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65951,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","N","","","","N","","","","","","","","",""
"N","VILU","N","21195","TIP","TATP","","","","","The Aqua Tips Breakfast Rebate","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65952,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21201","F&B","TARV","","","","","The Aqua Food Lunch","C    ","Y","111","",0,"","N","N","","Y","21251","11502",,,,,"N","N","N",,"F",2,11-JUN-14,2,31-OCT-15,"","","","","","","",,42022,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21202","F&B","TARV","","","","","The Aqua Beverage Lunch","C    ","Y","111","",0,"","N","N","","Y","21252","11502",,,,,"N","N","N",,"F",2,11-JUN-14,2,31-OCT-15,"","","","","","","",,42024,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21203","F&B","TARV","","","","","The Aqua Fresh Juices Lunch","C    ","Y","","",0,"","N","N","","Y","21253","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34087,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21204","F&B","TARV","","","","","The Aqua Beer Lunch","C    ","Y","","",0,"","N","N","","Y","21254","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34088,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21205","F&B","TARV","","","","","The Aqua Liquor Lunch","C    ","Y","","",0,"","N","N","","Y","21255","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34089,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21206","F&B","TARV","","","","","The Aqua Wine Lunch","C    ","Y","","",0,"","N","N","","Y","21256","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35568,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21207","F&B","TARV","","","","","The Aqua Premium Beer Lunch","C    ","Y","","",0,"","N","N","","Y","21257","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34090,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21208","F&B","TARV","","","","","The Aqua Premium Liquor Lunch","C    ","Y","","",0,"","N","N","","Y","21258","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34091,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21209","F&B","TARV","","","","","The Aqua Premium Wine Lunch","C    ","Y","","",0,"","N","N","","Y","21259","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35571,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21210","F&B","TARV","","","","","The Aqua AI Premium Beverage Lunch","C    ","Y","","",0,"","N","N","","Y","21260","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43478,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21211","F&B","TARV","","","","","The Aqua AI Premium Liquor Lunch","C    ","Y","","",0,"","N","N","","Y","21261","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43491,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21212","F&B","TARV","","","","","The Aqua Premium Beverage Lunch","C    ","Y","","",0,"","N","N","","Y","21262","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43734,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21215","F&B","TARV","","","","","The Aqua Tobacco Lunch","C    ","Y","","",0,"","N","N","","Y","21265","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35574,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21216","F&B","TARV","","","","","The Aqua Misc Lunch","C    ","Y","","",0,"","N","N","","Y","21266","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35577,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21251","F&B","TARV","","","","","The Aqua Food Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45503,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21252","F&B","TARV","","","","","The Aqua Beverage Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45507,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21253","F&B","TARV","","","","","The Aqua Fresh Juices Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45511,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21254","F&B","TARV","","","","","The Aqua Beer Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45515,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21255","F&B","TARV","","","","","The Aqua Liquor Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45519,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21256","F&B","TARV","","","","","The Aqua Wine Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45523,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21257","F&B","TARV","","","","","The Aqua Premium Beer Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45527,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21258","F&B","TARV","","","","","The Aqua Premium Liquor Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45531,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21259","F&B","TARV","","","","","The Aqua Premium Wine Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45535,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21260","F&B","TARV","","","","","The Aqua AI Premium Beverage Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,45539,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21261","F&B","TARV","","","","","The Aqua AI Premium Liquor Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,45543,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21262","F&B","TARV","","","","","The Aqua Premium Beverage Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,45547,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21265","F&B","TARV","","","","","The Aqua Tobacco Lunch Rebate","C    ","Y","111","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,26-FEB-22,"","","","","","","",,117210,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21266","F&B","TARV","","","","","The Aqua Misc Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45555,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21270","SVC","TASC","","","","","The Aqua SVC Lunch","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",1,34223,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21275","SVC","TASC","","","","","The Aqua SVC Lunch Rebate","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",1,34224,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21280","TAX","TATX","","","","","The Aqua GST Lunch","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",2,34239,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21285","TAX","TATX","","","","","The Aqua GST Lunch Rebate","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,11-JUN-14,502,16-SEP-15,"","","","","","","",2,34240,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21290","TIP","TATP","","","","","The Aqua Tips Lunch","C    ","Y","","",0,"","N","N","","N","21195","11502",,,,,"N","N","N",,"X",2,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65953,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","21295","TIP","TATP","","","","","The Aqua Tips Lunch Rebate","C    ","Y","","",0,"","N","N","","N","","11502",,,,,"N","N","N",,"X",2,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65954,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21301","F&B","TARV","","","","","The Aqua Food Dinner","C    ","Y","","",0,"","N","N","","Y","21351","11502",,,,,"N","N","N",,"F",2,11-JUN-14,1837,04-FEB-16,"","","","","","","",,52202,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21302","F&B","TARV","","","","","The Aqua Beverage Dinner","C    ","Y","","",0,"","N","N","","Y","21352","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34095,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21303","F&B","TARV","","","","","The Aqua Fresh Juices Dinner","C    ","Y","","",0,"","N","N","","Y","21353","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34096,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21304","F&B","TARV","","","","","The Aqua Beer Dinner","C    ","Y","","",0,"","N","N","","Y","21354","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34097,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21305","F&B","TARV","","","","","The Aqua Liquor Dinner","C    ","Y","","",0,"","N","N","","Y","21355","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34098,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21306","F&B","TARV","","","","","The Aqua Wine Dinner","C    ","Y","","",0,"","N","N","","Y","21356","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35592,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21307","F&B","TARV","","","","","The Aqua Premium Beer Dinner","C    ","Y","","",0,"","N","N","","Y","21357","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34099,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21308","F&B","TARV","","","","","The Aqua Premium Liquor Dinner","C    ","Y","","",0,"","N","N","","Y","21358","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34100,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21309","F&B","TARV","","","","","The Aqua Premium Wine Dinner","C    ","Y","","",0,"","N","N","","Y","21359","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35595,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21310","F&B","TARV","","","","","The Aqua AI Premium Beverage Dinner","C    ","Y","","",0,"","N","N","","Y","21360","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43504,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21311","F&B","TARV","","","","","The Aqua AI Premium Liquor Dinner","C    ","Y","","",0,"","N","N","","Y","21361","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43505,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21312","F&B","TARV","","","","","The Aqua Premium Beverage Dinner","C    ","Y","","",0,"","N","N","","Y","21362","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43741,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21315","F&B","TARV","","","","","The Aqua Tobacco Dinner","C    ","Y","","",0,"","N","N","","Y","21365","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35598,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
